AlAlHH,AuSe
AlAlHN,AuSe
AlAlHO,AuSe
AlAlHF,AuSe
AlAlHS,AuSe
AlAlHCl,AuSe
AlAlHBr,AuSe
AlAlHI,AuSe
AlAlNN,AuSe
AlAlNO,AuSe
AlAlNF,AuSe
AlAlNS,AuSe
AlAlNCl,AuSe
AlAlNSe,AuSe
AlAlNBr,AuSe
AlAlNTe,AuSe
AlAlNI,AuSe
AlAlOO,AuSe
AlAlOF,AuSe
AlAlOS,AuSe
AlAlOCl,AuSe
AlAlOSe,AuSe
AlAlOBr,AuSe
AlAlOTe,AuSe
AlAlOI,AuSe
AlAlFF,AuSe
AlAlFS,AuSe
AlAlFCl,AuSe
AlAlFBr,AuSe
AlAlFI,AuSe
AlAlSS,AuSe
AlAlSCl,AuSe
AlAlSSe,AuSe
AlAlSBr,AuSe
AlAlSTe,AuSe
AlAlSI,AuSe
AlAlClCl,AuSe
AlAlClBr,AuSe
AlAlClI,AuSe
AlAlSeSe,AuSe
AlAlSeTe,AuSe
AlAlBrBr,AuSe
AlAlBrI,AuSe
AlAlTeTe,AuSe
AlAlII,AuSe
AlSiHH,AuSe
AlSiHN,AuSe
AlSiHO,AuSe
AlSiHF,AuSe
AlSiHS,AuSe
AlSiHCl,AuSe
AlSiHSe,AuSe
AlSiHBr,AuSe
AlSiHTe,AuSe
AlSiHI,AuSe
AlSiNN,AuSe
AlSiNO,AuSe
AlSiNF,AuSe
AlSiNS,AuSe
AlSiNCl,AuSe
AlSiNSe,AuSe
AlSiNBr,AuSe
AlSiNTe,AuSe
AlSiNI,AuSe
AlSiOO,AuSe
AlSiOF,AuSe
AlSiOS,AuSe
AlSiOCl,AuSe
AlSiOSe,AuSe
AlSiOBr,AuSe
AlSiOTe,AuSe
AlSiOI,AuSe
AlSiFF,AuSe
AlSiFS,AuSe
AlSiFCl,AuSe
AlSiFSe,AuSe
AlSiFBr,AuSe
AlSiFTe,AuSe
AlSiFI,AuSe
AlSiSS,AuSe
AlSiSCl,AuSe
AlSiSSe,AuSe
AlSiSBr,AuSe
AlSiSTe,AuSe
AlSiSI,AuSe
AlSiClCl,AuSe
AlSiClSe,AuSe
AlSiClBr,AuSe
AlSiClTe,AuSe
AlSiClI,AuSe
AlSiSeSe,AuSe
AlSiSeBr,AuSe
AlSiSeTe,AuSe
AlSiSeI,AuSe
AlSiBrBr,AuSe
AlSiBrTe,AuSe
AlSiBrI,AuSe
AlSiTeTe,AuSe
AlSiTeI,AuSe
AlSiII,AuSe
AlCaHN,AuSe
AlCaHO,AuSe
AlCaHS,AuSe
AlCaHSe,AuSe
AlCaHTe,AuSe
AlCaNN,AuSe
AlCaNO,AuSe
AlCaNF,AuSe
AlCaNS,AuSe
AlCaNCl,AuSe
AlCaNSe,AuSe
AlCaNBr,AuSe
AlCaNTe,AuSe
AlCaNI,AuSe
AlCaOO,AuSe
AlCaOF,AuSe
AlCaOS,AuSe
AlCaOCl,AuSe
AlCaOSe,AuSe
AlCaOBr,AuSe
AlCaOTe,AuSe
AlCaOI,AuSe
AlCaFS,AuSe
AlCaFSe,AuSe
AlCaFTe,AuSe
AlCaSS,AuSe
AlCaSCl,AuSe
AlCaSSe,AuSe
AlCaSBr,AuSe
AlCaSTe,AuSe
AlCaSI,AuSe
AlCaClSe,AuSe
AlCaClTe,AuSe
AlCaSeBr,AuSe
AlCaSeI,AuSe
AlCaBrTe,AuSe
AlCaTeI,AuSe
AlScHH,AuSe
AlScHN,AuSe
AlScHO,AuSe
AlScHF,AuSe
AlScHS,AuSe
AlScHCl,AuSe
AlScHSe,AuSe
AlScHBr,AuSe
AlScHTe,AuSe
AlScHI,AuSe
AlScNN,AuSe
AlScNO,AuSe
AlScNF,AuSe
AlScNS,AuSe
AlScNCl,AuSe
AlScNSe,AuSe
AlScNBr,AuSe
AlScNTe,AuSe
AlScNI,AuSe
AlScOO,AuSe
